Type,Name,Flavor Profile,Image,Size,Strength
Sub-Ohm,Juice Head R Peach Pear,"Peach, Pear, Fruit",juice-head-r-peach-pear.jpg,,
Sub-Ohm,Juice Head R Pineapple GrapeFruit,"Pineapple, Grapefruit, Fruit",juice-head-r-pineapple-grapefruit.jpg,,
Sub-Ohm,Juice Head R Pineapple Guava,"Pineapple, Guava, Fruit",juice-head-r-pineapple-guava.jpg,,
Sub-Ohm,Juice Head R Strawberry Kiwi,"Strawberry, Kiwi, Fruit",juice-head-r-strawberry-kiwi.jpg,,
Sub-Ohm,Juice Head R Watermelon Lime,"Watermelon, Lime, Fruit",juice-head-r-watermelon-lime.jpg,,
Sub-Ohm,Juice Head Raspberry Lemonade,"Raspberry, Lemonade, Lemon, Fruit",juice-head-raspberry-lemonade.jpg,,
Sub-Ohm,"Kaleidoscopic Looking Glass - A mouthwatering medley which magnifies sweet watermelon, ripe kiwi and strawberries.","Strawberry, Kiwi, Watermelon, Candy, Fruit",kaleidoscopic-looking-glass-a-mouthwatering-medley-which-magnifies-sweet-watermelon-ripe-kiwi-and-strawberries.jpg,,
Sub-Ohm,"Kaleidoscopic Optical Illusion - A full spectrum of colorful flavors, swirling with sweet mango and melon.","Mango, Melon, Fruit, Candy",kaleidoscopic-optical-illusion-a-full-spectrum-of-colorful-flavors-swirling-with-sweet-mango-and-melon.jpg,,
Sub-Ohm,Kaleidoscopic Ruby's Eyes - A mouthwatering pomegranate and candied raspberry.,"Raspberry, Pomagranate, Candy, Fruit",kaleidoscopic-ruby-s-eyes-a-mouthwatering-pomegranate-and-candied-raspberry.jpg,,
Sub-Ohm,Kaleidoscopic Sunset - A tropical blend of raspberry & orange.,"Raspberry, Orange, Fruit",kaleidoscopic-sunset-a-tropical-blend-of-raspberry-orange.jpg,,
Sub-Ohm,Keep It 100 Berry Au Lait - A Combination Of Fresh Cream And perfectly Ripe Strawberries.,"Strawberry, Cream, Milk, Dessert",keep-it-100-berry-au-lait-a-combination-of-fresh-cream-and-perfectly-ripe-strawberries.jpg,,
Sub-Ohm,Keep It 100 Maui Blast,"Guava, Passionfruit, Lychee, Fruit, Tropical",keep-it-100-maui-blast.jpg,,
Sub-Ohm,Keep It 100 OG Blue - A Classic Blue Razz Slushie!,"Blue Raspberry, Fruit, Blue Razz, Candy, Strawberry",keep-it-100-og-blue-a-classic-blue-razz-slushie.jpg,,
Sub-Ohm,"Keep It 100 OG Blue Ice - Your Favorite Blue Razz Slushie, Complete With The Icy Finish.","Blue Raspberry, Fruit, Blue Razz, Candy, Strawberry, Ice, Menthol",keep-it-100-og-blue-ice-your-favorite-blue-razz-slushie-complete-with-the-icy-finish.jpg,,
Sub-Ohm,Keep It 100 OG Nana Foster,"Banana, Cinnamon, Sugar, Cinnamon Sugar, Vanilla, Dessert",keep-it-100-og-nana-foster.jpg,,
Sub-Ohm,Keep It 100 OG Pink - A combination of juicy strawberry and lip smacking taffy with a cool exhale.,"Strawberry, Fruit, Candy",keep-it-100-og-pink-a-combination-of-juicy-strawberry-and-lip-smacking-taffy-with-a-cool-exhale.jpg,,
Sub-Ohm,Keep It 100 OG Summer Blue - Sweet And Tart Lemonade Elevates Our Famous Blue Razz To Summertime.,"Blue Raspberry, Fruit, Blue Razz, Candy, Raspberry, Strawberry, Lemon, Lemonade",keep-it-100-og-summer-blue-sweet-and-tart-lemonade-elevates-our-famous-blue-razz-to-summertime.png,,
Sub-Ohm,Keep It 100 OG Tropical Blue - Blue Raspberry Slushie Blended with an Assortment of Tropical Flavors.,"Blue Raspberry, Fruit, Blue Razz, Candy, Strawberry, Guava, Pineapple, Peach",keep-it-100-og-tropical-blue-blue-raspberry-slushie-blended-with-an-assortment-of-tropical-flavors.jpg,,
Sub-Ohm,Khali Devil's Punchbowl - Guava with a soft hint of Peach.,"Guava, Peach, Fruit, Fruit Punch, Hawaiian Punch",khali-devil-s-punchbowl-guava-with-a-soft-hint-of-peach.jpg,,
Sub-Ohm,Khali Devil's Punchbowl ICE - Guava with a soft hint of Peach and a touch of Ice.,"Guava, Peach, Fruit, Fruit Punch, Hawaiian Punch, Ice, Menthol",khali-devil-s-punchbowl-ice-guava-with-a-soft-hint-of-peach-and-a-touch-of-ice.jpg,,
Sub-Ohm,MET4 Fair Grounds - Deep Fried Cream Cake.,"Deep Fried Twinkie, Twinkie, Cream Cake, Dessert, Vanilla",met4-fair-grounds-deep-fried-cream-cake.jpg,,
Sub-Ohm,MET4 Golden Ticket - A rich and creamy chocolate milk flavor.,"Chocolate, Milk, Chocolate Milk, Dessert",met4-golden-ticket-a-rich-and-creamy-chocolate-milk-flavor.jpg,,
Sub-Ohm,ML Custard Monster Banana,"Banana, Custard, Cream, Dessert, Sweet",ml-custard-monster-banana.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Custard Monster Blackberry,"Sweet, Blackberry, Custard, Cream, Dessert",ml-custard-monster-blackberry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Custard Monster Blueberry,"Blueberry, Sweet, Custard, Cream, Dessert",ml-custard-monster-blueberry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Custard Monster Butterscotch,"Butterscotch, Custard, Sweet, Cream, Dessert",ml-custard-monster-butterscotch.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Custard Monster Gingerbread,"Gingerbread, Custard, Sweet, Cream, Dessert",ml-custard-monster-gingerbread.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Custard Monster Mixed Berry,"Sweet, Mixed Berry, Strawberry, Blackberry, Blueberry, Cream, Dessert, Custard, Raspberry",ml-custard-monster-mixed-berry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Custard Monster Strawberry,"Strawberry, Sweet, Custard, Cream, Dessert",ml-custard-monster-strawberry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Custard Monster Vanilla,"Vanilla, Sweet, Custard, Cream, Dessert",ml-custard-monster-vanilla.jpg,,0mg / 3mg / 6mg
Salt Nic,ML Custard Monster Blueberry Vanilla,"Blueberry, Vanilla, Custard, Cream, Dessert",ml-custard-monster-blueberry-vanilla.jpg,30ml,24mg / 48mg
Salt Nic,ML Custard Monster Creamsicle,"Orange, Cream, Vanilla, Custard, Dessert",ml-custard-monster-creamsicle.jpg,30ml,24mg / 48mg
Salt Nic,ML Custard Monster Strawberry Vanilla,"Strawberry, Vanilla, Custard, Cream, Dessert",ml-custard-monster-strawberry-vanilla.jpg,30ml,24mg / 48mg
Sub-Ohm,ML Custard Monster Blueberry Vanilla,"Blueberry, Vanilla, Custard, Cream, Dessert",ml-custard-monster-blueberry-vanilla.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Custard Monster Creamsicle,"Orange, Cream, Vanilla, Custard, Dessert",ml-custard-monster-creamsicle.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Custard Monster Strawberry Vanilla,"Strawberry, Vanilla, Custard, Cream, Dessert",ml-custard-monster-strawberry-vanilla.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Frozen Fruit Monster Banana Ice,"Banana, Ice, Menthol, Fruit",ml-frozen-fruit-monster-banana-ice.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Frozen Fruit Monster Black Cherry Ice,"Cherry, Ice, Menthol, Fruit",ml-frozen-fruit-monster-black-cherry-ice.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Frozen Fruit Monster Blueberry Raspberry Lemon Ice,"Blueberry, Raspberry, Lemon, Ice, Menthol, Fruit",ml-frozen-fruit-monster-blueberry-raspberry-lemon-ice.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Frozen Fruit Monster Double Mango Ice,"Mango, Ice, Menthol, Fruit",ml-frozen-fruit-monster-double-mango-ice.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Frozen Fruit Monster Mango Peach Guava Ice,"Mango, Peach, Guava, Ice, Menthol, Fruit",ml-frozen-fruit-monster-mango-peach-guava-ice.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Frozen Fruit Monster Mixed Berry Ice,"Berry, Fruit, Mixed Berry, Strawberry, Blackberry, Blueberry, Raspberry, Ice, Menthol",ml-frozen-fruit-monster-mixed-berry-ice.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Frozen Fruit Monster Passionfruit Orange Guava Ice,"Passionfruit, Orange, Guava, Ice, Menthol, Fruit",ml-frozen-fruit-monster-passionfruit-orange-guava-ice.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Frozen Fruit Monster Strawberry Banana Ice,"Strawberry, Banana, Ice, Menthol, Fruit",ml-frozen-fruit-monster-strawberry-banana-ice.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Frozen Fruit Monster Strawberry Kiwi Pomegranate Ice,"Strawberry, Kiwi, Pomegranate, Ice, Menthol, Fruit",ml-frozen-fruit-monster-strawberry-kiwi-pomegranate-ice.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Frozen Fruit Monster Strawberry Lime Ice,"Strawberry, Lime, Ice, Menthol, Fruit",ml-frozen-fruit-monster-strawberry-lime-ice.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Fruit Monster Black Cherry,"Cherry, Fruit",ml-fruit-monster-black-cherry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Fruit Monster Blueberry Raspberry Lemon,"Blueberry, Raspberry, Lemon, Fruit",ml-fruit-monster-blueberry-raspberry-lemon.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Fruit Monster Mango Peach Guava,"Mango, Peach, Guava, Fruit",ml-fruit-monster-mango-peach-guava.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Fruit Monster Mixed Berry,"Raspberry, Blueberry, Strawberry, Blackberry, Fruit",ml-fruit-monster-mixed-berry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Fruit Monster Passionfruit Orange Guava,"Passionfruit, Orange, Guava, Fruit",ml-fruit-monster-passionfruit-orange-guava.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Fruit Monster Strawberry Banana,"Strawberry, Banana, Fruit",ml-fruit-monster-strawberry-banana.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Fruit Monster Strawberry Kiwi Pomegranate,"Strawberry, Kiwi, Pomegranate, Fruit",ml-fruit-monster-strawberry-kiwi-pomegranate.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Fruit Monster Strawberry Lime,"Strawberry, Lime, Fruit",ml-fruit-monster-strawberry-lime.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Jam Monster Banana,"Banana, Jam, Butter, Toast, Dessert",ml-jam-monster-banana.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Jam Monster Black Cherry,"Cherry, Jam, Butter, Toast, Dessert",ml-jam-monster-black-cherry.png,,0mg / 3mg / 6mg
Sub-Ohm,ML Jam Monster Blackberry,"Blackberry, Jam, Butter, Toast, Dessert",ml-jam-monster-blackberry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Jam Monster Blueberry,"Blueberry, Jam, Butter, Toast, Dessert",ml-jam-monster-blueberry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Jam Monster Grape,"Grape, Jam, Butter, Toast, Dessert",ml-jam-monster-grape.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Jam Monster Mixed Berry,"Strawberry, Blackberry, Blueberry, Raspberry, Mixed Berry, Jam, Butter, Toast, Dessert",ml-jam-monster-mixed-berry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Jam Monster PB & Banana,"Peanut, Banana, Peanut Butter, Jam, Dessert",ml-jam-monster-pb-banana.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Jam Monster PB & Grape,"Peanut, Grape, Peanut Butter, Jam, Dessert",ml-jam-monster-pb-grape.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Jam Monster PB & Strawberry,"Peanut, Strawberry, Jam, Peanut Butter, Dessert",ml-jam-monster-pb-strawberry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Jam Monster Peach,"Peach, Jam, Butter, Toast, Dessert",ml-jam-monster-peach.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Jam Monster Raspberry,"Raspberry, Jam, Butter, Toast, Dessert",ml-jam-monster-raspberry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Jam Monster Strawberry,"Strawberry, Jam, Butter, Toast, Dessert",ml-jam-monster-strawberry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Lemonade Monster Blueberry Lemonade,"Lemonade, Blueberry, Lemon, Fruit",ml-lemonade-monster-blueberry-lemonade.jpg,,
Sub-Ohm,ML Lemonade Monster Mango Lemonade,"Mango, Lemon, Lemonade, Fruit",ml-lemonade-monster-mango-lemonade.jpg,,
Sub-Ohm,ML Lemonade Monster Mint Lemonade,"Mint, Lemon, Lemonade, Spearmint, Ice",ml-lemonade-monster-mint-lemonade.jpg,,
Sub-Ohm,ML Lemonade Monster Pink Lemonade,"Lemonade, Lemon, Citrus, Fruit",ml-lemonade-monster-pink-lemonade.jpg,,
Sub-Ohm,ML Lemonade Monster Strawberry Lemonade,"Lemonade, Strawberry, Lemon, Fruit",ml-lemonade-monster-strawberry-lemonade.jpg,,
Sub-Ohm,ML Lemonade Monster Watermelon Lemonade,"Watermelon, Lemon, Lemonade, Fruit",ml-lemonade-monster-watermelon-lemonade.jpg,,
Sub-Ohm,Lemon Monster Blueberry Lemonade,"Blueberry, Lemon, Lemonade, Fruit",lemon-monster-blueberry-lemonade.jpg,,
Sub-Ohm,Lemon Monster Pink Lemonade,"Lemonade, Lemon, Citrus, Fruit",lemon-monster-pink-lemonade.jpg,,
Sub-Ohm,Lemon Monster Strawberry Lemonade,"Lemonade, Strawberry, Lemon, Fruit",lemon-monster-strawberry-lemonade.jpg,,
Sub-Ohm,Lemon Monster Watermelon Lemonade,"Watermelon, Lemon, Lemonade, Fruit",lemon-monster-watermelon-lemonade.jpg,,
Sub-Ohm,ML The Milk Berry Crunch,"Milk, Berry, Strawberry, Blueberry, Raspberry, Cream, Dessert, Cereal",ml-the-milk-berry-crunch.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML The Milk Cinnamon,"Milk, Cinnamon, Cream, Dessert, Cereal",ml-the-milk-cinnamon.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML The Milk Fruity,"Fruity Pebbles, Cereal, Milk, Cream, Dessert",ml-the-milk-fruity.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML The Milk Jax,"Milk, Apple, Cinnamon, Cream, Dessert, Cereal",ml-the-milk-jax.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Tobacco Monster Bold - Tobacco with hints of vanilla and hazelnut.,"Tobacco, Hazelnut, Vanilla",ml-tobacco-monster-bold-tobacco-with-hints-of-vanilla-and-hazelnut.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Tobacco Monster Rich - Tobacco with hints of vanilla and caramel.,"Tobacco, , Vanilla",ml-tobacco-monster-rich-tobacco-with-hints-of-vanilla-and-caramel.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML Tobacco Monster Smooth - Tobacco with hints of Spanish Cream.,"Tobacco, Sweet, Cream",ml-tobacco-monster-smooth-tobacco-with-hints-of-spanish-cream.jpg,,0mg / 3mg / 6mg
Sub-Ohm,ML The Milk Strawberry,"Strawberry, Cream, Milk, Dessert",ml-the-milk-strawberry.jpg,,0mg / 3mg / 6mg
Sub-Ohm,MRKT PLCE Blood Orange Tangoberry,"Blood Orange, Tangerine, Orange, Grapefruit, Blueberry, Fruit",mrkt-plce-blood-orange-tangoberry.jpg,,
Sub-Ohm,MRKT PLCE Fuji Pear Mangoberry,"Pear, Mango, Apple, Raspberry, Fruit",mrkt-plce-fuji-pear-mangoberry.jpg,,
Sub-Ohm,MRKT PLCE Forbidden Berry,"Berry, Strawberry, Raspberry, Blackberry",mrkt-plce-forbidden-berry.jpg,,
Sub-Ohm,MRKT PLCE Pineapple Peach Dragonberry,"Pineapple, Peach, Dragonberry, Berry",mrkt-plce-pineapple-peach-dragonberry.jpg,,
Sub-Ohm,MRKT PLCE Watermelon Hula Berry Lime,"Sour, Watermelon, Lime",mrkt-plce-watermelon-hula-berry-lime.jpg,,
Sub-Ohm,Naked 100 American Patriot,Tobacco,naked-100-american-patriot.png,,
Sub-Ohm,Naked 100 Berry Menthol,"Berry, Blueberry, Blackberry, Raspberry, Menthol, Ice, Fruit",naked-100-berry-menthol.jpg,,
Sub-Ohm,Naked 100 Crisp Menthol,"Mint, Ice, Menthol",naked-100-crisp-menthol.jpg,,
Sub-Ohm,Naked 100 Hawaiian Pog,"Passionfruit, Orange, Guava, Fruit, Tropical",naked-100-hawaiian-pog.png,,
Sub-Ohm,Naked 100 Lava Flow,"Strawberry, Coconut, Pineapple, Pina Colada, Fruit",naked-100-lava-flow.png,,
Sub-Ohm,Naked 100 Lava Flow Ice,"Strawberry, Coconut, Pineapple, Pina Colada, Fruit, Ice, Menthol",naked-100-lava-flow-ice.png,,
Sub-Ohm,Naked 100 Melon Menthol,"Melon, Menthol, Pineapple, Honeydew, Cantaloupe, Ice, Fruit",naked-100-melon-menthol.jpg,,
Sub-Ohm,Naked 100 Really Berry,"Blueberry, Blackberry, Lemon, Fruit",naked-100-really-berry.png,,
Sub-Ohm,Naked 100 Strawberry Pom Menthol,"Strawberry, Kiwi, Pomegranate, Ice, Menthol, Fruit",naked-100-strawberry-pom-menthol.jpg,,
Sub-Ohm,Nomenon Arctic Wintergreen Freeze,"Wintergreen, Ice, Menthol",nomenon-arctic-wintergreen-freeze.jpg,,
Sub-Ohm,Nomenon Caramel Butterscotch Classic,"Caramel, Butterscotch, Vanilla, Cream, Dessert",nomenon-caramel-butterscotch-classic.jpg,,
Sub-Ohm,Nomenon Dragon Fruit Strawberry Cream,"Dragon Fruit, Strawberry, Cream, Dessert",nomenon-dragon-fruit-strawberry-cream.jpg,,
Sub-Ohm,Nomenon Free Noms Green Apple Strawberry Peach Ice,"Apple, Strawberry, Peach, Ice, Menthol, Fruit",nomenon-free-noms-green-apple-strawberry-peach-ice.jpg,,
Sub-Ohm,Nomenon Grapenomenon,"Grape, Fruit, Candy",nomenon-grapenomenon.jpg,,
Sub-Ohm,Nomenon Lemonomenon,"Lemon, Candy, Fruit",nomenon-lemonomenon.jpg,,
Sub-Ohm,Nomenon Lychee Cherry Blossom Raspberry,"Lychee, Cherry Blossom, Raspberry, Fruit",nomenon-lychee-cherry-blossom-raspberry.jpg,,
Sub-Ohm,Nomenon Pear Green Apple Peach,"Pear, Apple, Green Apple, Peach, Fruit",nomenon-pear-green-apple-peach.jpg,,
Sub-Ohm,Nomenon Phenomenon,"Mystery, Fruit, Tropical",nomenon-phenomenon.jpg,,
Sub-Ohm,Nomenon Pineapple Coconut Spiced Rum,"Pineapple, Coconut, Rum, Pina Colada, Fruit",nomenon-pineapple-coconut-spiced-rum.jpg,,
Sub-Ohm,Nomenon Tobacco Caramel Vanilla,"Tobacco, Caramel, Vanilla",nomenon-tobacco-caramel-vanilla.jpg,,
Sub-Ohm,Nomenon Watanomenon,"Watermelon, Candy, Fruit",nomenon-watanomenon.jpg,,
Sub-Ohm,Nomenon Watanomenon ICE,"Watermelon, Candy, Fruit, Ice, Menthol, Lush Ice",nomenon-watanomenon-ice.jpg,,
Sub-Ohm,Noms 100 Nom Pop - Cherry Lime Blue Raspberry Popsicle.,"Cherry, Blue Raspberry, Blue Razz, Lime, Fruit, Candy",noms-100-nom-pop-cherry-lime-blue-raspberry-popsicle.jpg,,
Sub-Ohm,Noms 100 Tropical Gummy,"Mango, Peach, Pineapple, Gummy, Fruit, Candy",noms-100-tropical-gummy.jpg,,
Sub-Ohm,Noms 100 Black Cherry Sour Apple - Blend of rich cherry notes and a tart apple finish.,"Cherry, Apple, Tart",noms-100-black-cherry-sour-apple-blend-of-rich-cherry-notes-and-a-tart-apple-finish.png,,
Sub-Ohm,Noms 100 Blue Razz Shark - The zesty tang of ripe blueberries meets the sweet shock of wild cherries.,"Blueberry, Cherry, Candy",noms-100-blue-razz-shark-the-zesty-tang-of-ripe-blueberries-meets-the-sweet-shock-of-wild-cherries.jpg,,
Sub-Ohm,"Noms 100 Pixie Dip - A fruit punch powdered sugar candy,  paired with a fun, dippable candy stick.","Fruit, Strawberry, Candy",noms-100-pixie-dip-a-fruit-punch-powdered-sugar-candy-paired-with-a-fun-dippable-candy-stick.jpg,,
Sub-Ohm,Noms 100 Strawberry Cream - Blends of sweet strawberries with velvety smoothness.,"Strawberry, Cream, Milk, Dessert",noms-100-strawberry-cream-blends-of-sweet-strawberries-with-velvety-smoothness.jpg,,
Sub-Ohm,"Noms 100 Vanilla Toffee - Rich, buttery, and sweet, with smooth vanilla and deep caramel notes.","Rich, Butter, Sweet, Vanilla, Caramel",noms-100-vanilla-toffee-rich-buttery-and-sweet-with-smooth-vanilla-and-deep-caramel-notes.jpg,,
Sub-Ohm,Noms Blunomenom,"Blue Raspberry, Blue Razz, Fruit, Candy",noms-blunomenom.jpg,,
Sub-Ohm,Noms X2 Blueberry Papaya Strawberry,"Blueberry, Papaya, Strawberry, Fruit",noms-x2-blueberry-papaya-strawberry.jpg,,
Sub-Ohm,Noms X2 Cactus Jackfruit Mandarin,"Cactus, Jackfruit, Mandarin, Fruit",noms-x2-cactus-jackfruit-mandarin.jpg,,
Sub-Ohm,Noms X2 Cherry Lime Ginger,"Cherry, Lime, Ginger, Fruit",noms-x2-cherry-lime-ginger.png,,
Sub-Ohm,Noms X2 Kiwi Passionfruit Nectarine,"Kiwi, Passionfruit, Nectarine, Fruit",noms-x2-kiwi-passionfruit-nectarine.jpg,,
Sub-Ohm,Noms X2 White Peach Raspberry,"Peach, Raspberry, Fruit",noms-x2-white-peach-raspberry.jpg,,
Sub-Ohm,Pachamama Fuji Apple Strawberry,"Apple, Strawberry, Nectarine, Fruit",pachamama-fuji-apple-strawberry.jpg,,
Sub-Ohm,Pachamama Mint Leaf,"Mint, Spearmint, Honeydew, Berry, Strawberry, Blueberry, Kiwi, Fruit, Ice",pachamama-mint-leaf.png,,
Sub-Ohm,Pinup Vapors Beach Betty,"Tropical Fruits, Berries, Mixed Fruit, Fruit, Mystery, Pina Colada, Pineapple, Coconut",pinup-vapors-beach-betty.jpg,,
Sub-Ohm,Pinup Vapors Betty - A variety of different fruit flavors that change with each puff.,"Tropical Fruits, Berries, Mixed Fruit, Mystery, Fruit",pinup-vapors-betty-a-variety-of-different-fruit-flavors-that-change-with-each-puff.jpg,,
Sub-Ohm,Pinup Vapors Betty Chill - An iced version of a variety of different fruit flavors that change with each puff.,"Tropical Fruits, Berries, Mixed Fruit, Mystery, Fruit, Ice, Menthol",pinup-vapors-betty-chill-an-iced-version-of-a-variety-of-different-fruit-flavors-that-change-with-each-puff.jpg,,
Sub-Ohm,Pinup Vapors Christie,"Pineapple, Coconut, Pina Colada, Fruit",pinup-vapors-christie.jpg,,
Sub-Ohm,Pinup Vapors Marilyn - Blend of creamy vanilla custard with hints of butterscotch and a warm caramel drizzle.,"Vanilla, Caramel, Cream, Butterscotch, Dessert",pinup-vapors-marilyn-blend-of-creamy-vanilla-custard-with-hints-of-butterscotch-and-a-warm-caramel-drizzle.jpg,,
Sub-Ohm,Pinup Vapors Rita,"Orange, Pineapple, Cherry, Strawberry, Grape, Fruit, Candy, Smarties",pinup-vapors-rita.jpg,,
Sub-Ohm,Propaganda Illuminati - Blood Orange complimented by sweet undertones of Pineapple and Strawberries.,"Blood Orange, Strawberry, Pineapple, Fruit",propaganda-illuminati-blood-orange-complimented-by-sweet-undertones-of-pineapple-and-strawberries.jpg,,
Sub-Ohm,Propaganda The Hype Sour Apple - Mouthwatering sour green apple powdered candy.,"Apple, Green Apple, Fruit",propaganda-the-hype-sour-apple-mouthwatering-sour-green-apple-powdered-candy.jpg,,
Sub-Ohm,Propaganda The Hype America - Rocket popsicle.,"Cherry, Lime, Blue Raspberry, Blue Razz, Fruit, Candy",propaganda-the-hype-america-rocket-popsicle.jpg,,
Sub-Ohm,Propaganda The Hype Blue Frost - Blue raspberry slushee.,"Blue Raspberry, Blue Razz, Fruit, Candy",propaganda-the-hype-blue-frost-blue-raspberry-slushee.png,,
Sub-Ohm,Propaganda The Hype Cool Blue Frost - Blue raspberry slushee with a cool menthol finish.,"Blue Raspberry, Blue Razz, Fruit, Candy, Ice, Menthol",propaganda-the-hype-cool-blue-frost-blue-raspberry-slushee-with-a-cool-menthol-finish.png,,
Sub-Ohm,Propaganda The Hype Juicy Grape,"Grape, Fruit, Candy",propaganda-the-hype-juicy-grape.jpg,,
Sub-Ohm,Propaganda The Hype Pink and Blue,"Strawberry, Blue Raspberry, Blue Razz, Cotton Candy, Candy, Fruit",propaganda-the-hype-pink-and-blue.png,,
Sub-Ohm,Propaganda The Hype Sour Apple,"Apple, Green Apple, Fruit",propaganda-the-hype-sour-apple.jpg,,
Sub-Ohm,Propaganda The Hype Strawberries A La Mode,"Strawberry, Vanilla, Cream, Cake, Dessert",propaganda-the-hype-strawberries-a-la-mode.jpg,,
Sub-Ohm,Sadboy Blueberry Cookie,"SUB, Sadboy, Blueberry, Cookie, Dessert",sadboy-blueberry-cookie.jpg,,
Sub-Ohm,Sadboy Blueberry Jam,"SUB, Sadboy, Blueberry, Cookie, Dessert, Jam",sadboy-blueberry-jam.jpg,,
Sub-Ohm,Sadboy Butter Cookie,"SUB, Sadboy, Butter, Cookie, Lemon, Dessert",sadboy-butter-cookie.jpg,,
Sub-Ohm,Sadboy Coconut Cake,"SUB, Sadboy, Coconut, Cake, Vanilla, Cream, Dessert",sadboy-coconut-cake.jpg,,
Sub-Ohm,Sadboy Cookie Custard,"SUB, Sadboy, Custard, Vanilla, Cookie, Dessert",sadboy-cookie-custard.jpg,,
Sub-Ohm,Sadboy Happy End Blue Cotton Candy,"SUB, Sadboy, Blue Raspberry, Blue Razz, Cotton Candy, Candy, Fruit",sadboy-happy-end-blue-cotton-candy.png,,
Sub-Ohm,Sadboy Happy End Pink Cotton Candy,"SUB, Sadboy, Strawberry, Cotton Candy, Candy, Fruit",sadboy-happy-end-pink-cotton-candy.jpg,,
Sub-Ohm,Sadboy Keylime Cookie,"SUB, Sadboy, Lime, Cookie, Key Lime, Dessert",sadboy-keylime-cookie.png,,
Sub-Ohm,Sadboy Lemon Cookie,"SUB, Sadboy, Cookie, Lemon, Dessert, Jam",sadboy-lemon-cookie.jpg,,
Sub-Ohm,Sadboy Nola Bar Blueberry,"SUB, Sadboy, Cream, Blueberry, Granola, Dessert",sadboy-nola-bar-blueberry.jpg,,
Sub-Ohm,Sadboy Nola Bar Strawberry,"SUB, Sadboy, Cream, Strawberry, Granola, Dessert",sadboy-nola-bar-strawberry.jpg,,
Sub-Ohm,Sadboy Pumpkin Cookie,"SUB, Sadboy, Pumpkin, Cinnamon, Cookie, Dessert, Nutmeg",sadboy-pumpkin-cookie.jpg,,
Sub-Ohm,Sadboy Punch Berry Blood,"SUB, Sadboy, Strawberry, Blackberry, Blueberry, Lemon, Raspberry, Lemonade, Candy, Fruit",sadboy-punch-berry-blood.jpg,,
Sub-Ohm,Sadboy Rainbow Blood,"SUB, Sadboy, Strawberry, Blackberry, Blueberry, Raspberry, Lemonade, Fruit",sadboy-rainbow-blood.jpg,,
Sub-Ohm,Sadboy Shamrock Cookie,"SUB, Sadboy, Mint, Cookie, Dessert",sadboy-shamrock-cookie.jpg,,
Sub-Ohm,Sadboy Strawberry Cheesecake,"SUB, Sadboy, Strawberry, Cheesecake, Cream, Graham, Dessert",sadboy-strawberry-cheesecake.jpg,,
